,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,min_salary,max_salary,avg_salary,company_txt,job_state,age,backend_yn,python_yn,java_yn,database_yn,linux_yn,networking_yn,testing_yn,cyber_yn,aws_yn,job_simp,seniority,desc_len
808,HP045 Scientific Software Developer,$53K-$94K (Glassdoor Est.),"HP045 Scientific Software Developer

The Heliophysics Science Division at NASAs Goddard Space Flight Center is seeking a skilled software developer who has experience working closely with scientists to support NASA human and robotic spaceflight programs. This position supports a new activity to provide space weather analysis services to NASA spaceflight missions utilizing models and software transitioned from the CCMC. This activity will also ingest real-time space environment information and observational data streams from a variety of sources.

The CCMC has the unique capability of maintaining 80+ models in house, which are made available to the scientific community and. when appropriate, transitioned to operational centers. Currently, the CCMC offers real-time space weather products some of which will be transitioned to operational use in support of NASA crewed missions beyond LEO. These include real time simulations of corona, heliosphere, and solar energetic particles (SEPs) with outputs currently available at CCMCs Integrated Space Weather Analysis system (iSWA) and SEP Scoreboard. The SEP Scoreboard is part of the Integrated Solar Energetic Proton Alert/Warning System (ISEP) project aiming to implement state-of-the-art space radiation predictive capabilities, to address NASA/Johnson Space Centers Space Radiation Analysis Group (SRAG) needs for supporting human missions beyond LEO.

The software developer is expected to be detail oriented with excellent communication, organizational, problem solving, and critical thinking skills.

Duties:

Work with scientists on transitioning models and tools from an environment shared by CCMC and new operational servers. The models are written in a variety of languages and executed by shell scripts.
Develop internal web pages to serve model outputs. The SEP Scoreboard web application is written in Python and Dash.
Troubleshoot model failure modes and improve the operational robustness of models.
Required skills (3+ years):
Programming: Python, C,C++, Java, Unix Shell scripting, Dash, HTML
Operating Systems: Linux
Education: Bachelors degree in Computer Science. Science degree and/or work experience in a scientific environment is a plus.

US citizenship or Permanent Residence is required.",4.0,"ADNET Systems, Inc.
4.0","Greenbelt, MD",201 to 500 Employees,1990,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),53,94,73.5,"ADNET Systems, Inc.",MD,30,0,1,1,0,1,0,0,0,0,software engineer,na,2268
809,Software Developer - CAM,$53K-$94K (Glassdoor Est.),"Job Description

CACIs Business and Information Technology Solutions (BITS) Sector, is seeking a Software Developer to support a large, prime Intelligence contract in Hanover, MD.

As the Software Developer, you will be working on CASPORT to support Corporate Authorization Services. This position will provide support for software design, development, test, deployment, and maintenance of highly available RESTful and SOAP services providing Authorization services.

Youll Bring These Qualifications:
Bachelors degree in a technical discipline and 8 years of Software Engineering experience. Additional experience may be substituted for degree.
Current TS/SCI Poly clearance
These Qualifications Would be Nice to Have:
Java/JEE programming building robust, scalable, secure, and high-performance applications
Developing and hosting software on RHEL or CentOS platforms
Complex Data Structures (XSD, XML, JSON)
Medium to complex XSLT mapping and XPath expressions & functions
Commercial middleware platforms/Application Servers (JBoss, Tomcat, WebLogic, Webmethods or similar)
Integrating with API and Web Services (SOAP and REST) including WSDL/WADL
Secure communications via PKI through X.509 Authentication, SSL enabling applications and servers
Database experience (JDBC or Mongo)
Implementing SOA design principles and best practices
Version Control (GIT, SVN, BITBUCKET or similar)
Ticketing systems (JIRA, Redmine, or similar)
Ability to work effectively with little supervision and strong attention to detail in a team environment
What We Can Offer You:
Weve been named a Best Place to Work by the Washington Post.
Our employees value the flexibility at CACI that allows them to balance quality work and their personal lives.
We offer competitive benefits and learning and development opportunities.
We are mission-oriented and ever vigilant in aligning our solutions with the nations highest priorities.
For over 55 years, the principles of CACIs unique, character-based culture have been the driving force behind our success.

MW3

BITS3

Job Location

US-Hanover-MD-BALTIMORE

CACI employs a diverse range of talent to create an environment that fuels innovation and fosters continuous improvement and success. At CACI, you will have the opportunity to make an immediate impact by providing information solutions and services in support of national security missions and government transformation for Intelligence, Defense, and Federal Civilian customers. CACI is proud to provide dynamic careers for employees worldwide. CACI is an Equal Opportunity Employer - Females/Minorities/Protected Veterans/Individuals with Disabilities.",3.7,"CACI International
3.7","Hanover, MD",10000+ Employees,1962,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),53,94,73.5,CACI International,MD,58,0,0,1,0,0,0,1,0,0,software engineer,na,2641
810,Software Developer - C/C++,$53K-$94K (Glassdoor Est.),"McKean Defense is a Naval Life Cycle Management, Engineering, Enterprise Transformation and Program Management business headquartered in Philadelphia, PA. McKean’s engineers, developers, technical staff, programmers, analysts, and program managers identify and deploy new shipboard technologies, integrate information technology across shipboard platforms, and develop strategies to support the Warfighter. McKean’s employees create strategic solutions to help customers reach new levels of mission support and transform their organizations. McKean Defense is employee owned, and values the life experiences of potential candidates, including those who have served our Military. Currently, 38% of McKean’s employee owner workforce are veterans.

McKean Defense is seeking a Software Developer to support US Navy programs. We are seeking junior through to senior level candidates. Role and responsibilities will include:

- Software design, development, testing, integration, and maintenance

- Identify and document software issues

- Resolve software issues through debugging

- Develop and maintain software requirements documentation

- Develop, review, and maintain other technical documentation such as user manuals, training materials, etc.

Required Skills

Minimum of 2 years experience utilizing C/C++

Experience using Microsoft .NET Framework

Experience using Microsoft Visual Studio to develop, compile, and debug source code in C++ or C#

Experience designing, developing, and testing software

Basic knowledge of network protocols such as TCP/IP and UDP preferred

Required Experience

Bachelor degree in Computer Science, Engineering, or related field

Ability to obtain a security clearance

Equal Opportunity Employer–minorities/females/veterans/individuals with disabilities/sexual orientation/gender identity.

McKean Defense is an E-Verify company.

Job Location
Philadelphia, US-PA",3.7,"MCKEAN DEFENSE/CABRILLO TECHNOLOGIES
3.7","Philadelphia, PA",201 to 500 Employees,-1,Contract,Architectural & Engineering Services,Business Services,$100 to $500 million (USD),53,94,73.5,MCKEAN DEFENSE/CABRILLO TECHNOLOGIES,PA,-1,0,0,0,0,0,0,1,0,0,software engineer,na,1903
811,Software Developer,$53K-$94K (Glassdoor Est.),"Position Description: Research, analyze, and design new and existing software products; Design, code, test, implement and support core application components and makes recommendations towards the development of new code or existing code; Work within existing application architecture to deliver solutions; Participate in performance and maintainability code improvement efforts; Design, implementation, and unit testing of systems / applications; Technical leadership for design, development and testing of the implementation effort for mid-sized customer projects or sub-projects on large customer engagements; Participate in the full SDLC, including analysis and design sessions, iterative development and estimation; support production environments; Communicate with internal/external customers during analysis and development phase; work with Business analysts to resolve complex end user issues; Write and review technical specifications as required, meeting the objectives of functional specifications; Collaborate with Architects and other Software Engineering resources in designing and implementing integrated enterprise solutions; Create and revise technical documentation and develop user guides and training documents related to the application. Relocation/ telecommuting may be required plus travel to various unanticipated client locations within the United States for short and long term assignments.

Languages, skills and tools: Oracle, Informatica, SQL, Agile, PL/SQL, Oracle 10g, Oracle Forms

Education: Bachelors in Computer Science/Computer Applications/Engineering (Mechanical/ Civil/ Electronics), Science plus 2 years of progressive experience. Foreign education accepted or any suitable combination of education, training and experience. Will accept foreign education",4.0,"Digipulse Technologies
4.0","Cherry Hill, NJ",1 to 50 Employees,2007,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),53,94,73.5,Digipulse Technologies,NJ,13,0,0,0,0,0,0,1,0,0,software engineer,na,1793
812,"Software Developer, Platform",$60K-$113K (Glassdoor Est.),"Design and implement our cloud-based platform to handle online orders.
Interface between our mobile kitchens and client payment systems.
Work with our operations team to facilitate real-time system awareness and recovery.
Ensure high availability of the cloud-based platform.
Thorough testing, continuous integration, and automated deployments of the cloud platform.
Take the initiative on other roles and tasks the company needs to succeed. Serve Automation is a fast-growing startup!
Requirements
5+ years of meaningful solo contributor experience as a software engineer.
Significant expertise contributing to the architecture and design (architecture, design patterns, reliability and scaling) of new and current systems.
Significant experience implementing relational databases, schema design, and possibly no-sql databases.
Experience with at least one modern backend programming language, especially Python or NodeJS.
Experience building complex software systems that have been successfully delivered to customers.
Experience building highly-available distributed systems.
Benefits

Dental, vision & health insurance.

Generous PTO

Friday lunches.

Casual dress.

Fun working environment in a fast-paced startup.",-1.0,Serve Automation,"Hawthorne, CA",-1,-1,-1,-1,-1,-1,60,113,86.5,Serve Automation,CA,-1,1,1,0,1,0,0,1,0,0,software engineer,na,1219
813,Software Developer,$60K-$113K (Glassdoor Est.),"We are SO glad you are reading this! But, before we go any further in this conversation, we have deal breakers. You must meet all the following criteria before applying.

You must possess a current Secret clearance.
Experience in JavaScript, object oriented design, and process automation.
Angular, CSS, HTML, and Bootstrap UI experience preferable.
A college degree is great, but if you have 4 additional years of experience, that works!
You must be willing to work in Warner Robins, Georgia

I'm glad you're still reading.

Now that we have that out of the way, let's talk about everyday life at ELEVI Associates as a Software Developer at this level of your career. First of all, you will be able to enjoy a work-life balance through our flexible PTO program along with other stellar benefits valued by our team members. As with the other contracts in our neck of the woods, the work you provide our customer is mission-critical, and you join many others in helping to optimize and keep safe the systems that accomplish the goals of protecting data, people and places.

Some of the day-to-day activities include: You will be working on an customers ServiceNow Online, Self-Service Catalog Expansion for HQ. Along with ITSM Process Implementation. Yeah, that was a mouthful!!! But you get the picture.

If you're still reading and interested in securing the customer's work into 2020 and beyond, let's have a conversation over virtual coffee. We'll discuss the day-to-day highs and lows of this role and answer any of your questions in your first interview. Let's do this!

Every day we make great things happen to meet our customers' expectations. We look to YOU, the talent that makes it all happen. Join the ELEVI Team. Do you need accommodations to apply? Let us know at iwanttowork@ELEVI.net.

We're an equal opportunity employer (EOE) that empowers our people. It is the policy of ELEVI to provide equal employment opportunities to all employees and employment applicants—without regard to unlawful considerations of race, religion, color, national origin, sex, sexual orientation, gender identity or expression, age, sensory, physical or mental disability, marital status, veteran or military status, genetic information, or any other classification protected by applicable local, state, or federal laws. We fearlessly drive change, because without diversity of thought and a commitment to equality for all, there is no moving forward. Reasonable accommodations are available for qualified individuals with disabilities, upon request. This policy applies to all aspects of employment, including, but not limited to, hiring, job assignment, compensation, promotion, benefits, training, discipline, and termination.",5.0,"ELEVI Associates
5.0","Warner Robins, GA",1 to 50 Employees,2002,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),60,113,86.5,ELEVI Associates,GA,18,0,0,1,0,0,0,0,0,1,software engineer,na,2722
814,".NET Software Developer (C#, VB.NET, IIS)",$60K-$113K (Glassdoor Est.),"Contract to direct position for a .NET software developer to add mobile functionality to and modernize an existing VB.NET/ IIS app. Existing application ingests large amounts of sensor data from the field and presents it in dashboard format to the user.
Application is an ASP/VB.NET app running on an IIS 6.0 server and is experiencing performance issues despite being on new hardware/ OS (Win 2019 server).
Website code needs to be updated to work with IIS 8.5 server/ Win Server 2019.
Application communicates with database (MS SQL server) using COM objects.
Ideally the entire application would be overhauled and written in C#.
Front end development is also a major component of the position - JavaScript and C# UI experience.
An ideal candidate would have worked on creating applications for mobile devices.
Manager is a technical, hands-on developer and would provide mentorship if need be.

BS Computer Science/ Computer Engineering or equivalent experience.
Solid understanding of web application and mobile development.
Proficient with VB.NET, ASP.NET, C# and JavaScript
Sound understanding of MS SQL Server, IIS (6.0 and 8.0) and Win Server 2019 including performance tuning.
Understand website security best practices.
Understand interfacing with MS SQL database.
UX/UI design expertise or experience is a plus.
Mobile application development experience is a plus.

Contact: John Terkovich

To search all of our 100+ jobs, please visit www.TerkoTech.com
Please send all inquiries to [LINK: mailto:John@TerkoTech.com%20] John@TerkoTech.com

#ERGX
#TTX",5.0,"Engineering Resource Group, Inc.
5.0","Caldwell, NJ",1 to 50 Employees,1991,Company - Private,Consulting,Business Services,$10 to $25 million (USD),60,113,86.5,"Engineering Resource Group, Inc.",NJ,29,0,0,1,1,0,0,0,0,0,software engineer,na,1560
815,Software Developer - Enterprise Content Management L2,$60K-$113K (Glassdoor Est.),"Duration: 5+ monthsRequirement:8-10 Years of IT experience with In-depth knowledge of .Net framework & architectureExpertise in .Net core frameworkExpertise in entity frameworkKnowledge and hands on experience on using SQL, MySQL, databasesHave worked on microservices architecture and understands the basic concepts of the sameShould have worked on development & design, SIT, UAT supportStrong expertise on docker containersExperience in providing technical solutions to business requirementsAbility to understand functional, technical, environment & interface aspects of the solutionAbility to clearly chart out functional, technical, parameter, environment & interface aspects of the solution when provided with a complex problem or requirementUnderstands agile methodology and has worked on Agile projectsExcellent communication skills - Articulate and facilitate conversations with delivery team and clientSoft Skills: Good communication, analytical skills, problem solving skills and learning attitudeExcellent communication and customer management skills - Articulate and facilitate conversations with business owners, delivery team; clientNice to haveUnderstanding of Azure infrastructureAzure / AWSThe Capgemini Freelancer Gateway is enabled by a cutting-edge software platform that leads the contingent labor world for technology innovation. The software platform leverages Machine Learning and Artificial Intelligence to make sure the right people end up in the right job.A global leader in consulting, technology services and digital transformation, Capgemini is at the forefront of innovation to address the entire breadth of clients’ opportunities in the evolving world of cloud, digital and platforms. Building on its strong 50 year heritage and deep industry-specific expertise, Capgemini enables organizations to realize their business ambitions through an array of services from strategy to operations. Capgemini is driven by the conviction that the business value of technology comes from and through people. It is a multicultural company of over 200,000 team members in more than 40 countries. The Group reported 2018 global revenues of EUR 13.2 billion.",3.9,"Capgemini
3.9","Dallas, TX",10000+ Employees,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),60,113,86.5,Capgemini,TX,53,0,0,0,1,0,0,0,0,1,software engineer,na,2174
816,Software Developer - Mobile Development L2,$60K-$113K (Glassdoor Est.),"Duration: 4+ monthsRequirement:Senior iOS Developer with experience building mobile native applications for consumers and enterprises.The candidate must be highly skilled and technical with experience in the following areas:Swift 5.xXcode 11 and Xcode 12MVVM paternFace ID / Touch ID implementationsDeeplinksExtensionsAWS AppSync / Apollo CodegenGraphQL API integrationNative animationsNice to have:ApplePayARkitCore MLBarcode scanning / OCRLocation-based implementationsFlutterThe Capgemini Freelancer Gateway is enabled by a cutting-edge software platform that leads the contingent labor world for technology innovation. The software platform leverages Machine Learning and Artificial Intelligence to make sure the right people end up in the right job.A global leader in consulting, technology services and digital transformation, Capgemini is at the forefront of innovation to address the entire breadth of clients’ opportunities in the evolving world of cloud, digital and platforms. Building on its strong 50 year heritage and deep industry-specific expertise, Capgemini enables organizations to realize their business ambitions through an array of services from strategy to operations. Capgemini is driven by the conviction that the business value of technology comes from and through people. It is a multicultural company of over 200,000 team members in more than 40 countries. The Group reported 2018 global revenues of EUR 13.2 billion.",3.9,"Capgemini
3.9","Atlanta, GA",10000+ Employees,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),60,113,86.5,Capgemini,GA,53,0,0,0,0,0,0,0,0,1,mobile developer,na,1445
817,Software Developer - Other ERP L2,$60K-$113K (Glassdoor Est.),"Duration: 5+ monthsRequirement:8-10 years of In-depth knowledge of .Net framework & architectureExpertise in .Net core frameworkExpertise in entity frameworkKnowledge and hands on experience on using SQL, MySQL, databasesIn depth knowledge on identity 4 OAUTH frameworkHave worked on microservices architecture and understands the basic concepts of the sameShould have worked on development & design, SIT, UAT supportStrong expertise on docker containersExperience in providing technical solutions to business requirementsAbility to provide estimations and plan work in a sprintAbility to do peer reviews and review technical deliverablesAbility to understand functional, technical, environment & interface aspects of the solutionAbility to clearly chart out functional, technical, parameter, environment & interface aspects of the solution when provided with a complex problem or requirementBasic knowledge of AWS services like SES, SNS, RekognitionUnderstands agile methodology and has worked on Agile projectsProvide delivery oversight for offshore team memebersExcellent communication skills - Articulate and facilitate conversations with delivery team and clientSoft Skills: Good communication, analytical skills, problem solving skills and learning attitudeExcellent communication and customer management skills - Articulate and facilitate conversations with business owners, delivery team; clientNice to haveUnderstanding of AWS infrastructureUnderstanding of how microservices work in Kubernetes infrastructureThe Capgemini Freelancer Gateway is enabled by a cutting-edge software platform that leads the contingent labor world for technology innovation. The software platform leverages Machine Learning and Artificial Intelligence to make sure the right people end up in the right job.A global leader in consulting, technology services and digital transformation, Capgemini is at the forefront of innovation to address the entire breadth of clients’ opportunities in the evolving world of cloud, digital and platforms. Building on its strong 50 year heritage and deep industry-specific expertise, Capgemini enables organizations to realize their business ambitions through an array of services from strategy to operations. Capgemini is driven by the conviction that the business value of technology comes from and through people. It is a multicultural company of over 200,000 team members in more than 40 countries. The Group reported 2018 global revenues of EUR 13.2 billion.",3.9,"Capgemini
3.9","Dallas, TX",10000+ Employees,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),60,113,86.5,Capgemini,TX,53,0,0,0,1,0,0,0,0,1,software engineer,na,2485
818,Software Developer - Enterprise Content Management L2 (Contract),$60K-$113K (Glassdoor Est.),"Duration: 5+ months

Requirement:
6-8 Years of experience with In-depth knowledge of .Net framework & architecture
Expertise in .Net core framework
Expertise in entity framework
Knowledge and hands on experience on using SQL, MySQL, databases
Have worked on microservices architecture and understands the basic concepts of the same
Should have worked on development & design, SIT, UAT support
Strong expertise on docker containers
Experience in providing technical solutions to business requirements
Ability to understand functional, technical, environment & interface aspects of the solution
Ability to clearly chart out functional, technical, parameter, environment & interface aspects of the solution when provided with a complex problem or requirement
Understands agile methodology and has worked on Agile projects
Excellent communication skills - Articulate and facilitate conversations with delivery team and client
Soft Skills: Good communication, analytical skills, problem solving skills and learning attitude
Excellent communication and customer management skills - Articulate and facilitate conversations with business owners, delivery team; client
Understanding of Azure infrastructure
The Capgemini Freelancer Gateway is enabled by a cutting-edge software platform that leads the contingent labor world for technology innovation. The software platform leverages Machine Learning and Artificial Intelligence to make sure the right people end up in the right job.

A global leader in consulting, technology services and digital transformation, Capgemini is at the forefront of innovation to address the entire breadth of clients opportunities in the evolving world of cloud, digital and platforms. Building on its strong 50 year heritage and deep industry-specific expertise, Capgemini enables organizations to realize their business ambitions through an array of services from strategy to operations. Capgemini is driven by the conviction that the business value of technology comes from and through people. It is a multicultural company of over 200,000 team members in more than 40 countries. The Group reported 2018 global revenues of EUR 13.2 billion.",3.9,"Capgemini
3.9","Dallas, TX",10000+ Employees,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),60,113,86.5,Capgemini,TX,53,0,0,0,1,0,0,0,0,0,software engineer,na,2166
819,Software Developer,$60K-$113K (Glassdoor Est.),"Software DeveloperAberdeen Proving Ground, MDDoD SECRET CLEARANCE REQUIREDResponsibilities: -Develop software solutions designed from engagements and use case analysis -Troubleshoot software code and develop solutions to meet functionality and interoperability requirements. -Support periodic integration, configuration management, and testing of IA patches for release by developing or modifying scripts needed to modify or update fielded systems. -Document software solutions through sketches, flowcharts, layouts, diagrams, when updating software version descriptions. -Integrate tools and libraries as needed to speed development. -Test software solutions in lab environments to verify functionality and interoperability. - Troubleshoot and identify bugs and develop patches.Qualifications: -Active Secret security clearance required -Bachelor's degree in Computer Science or Engineering discipline required. 10 years of relevant software development experience can be substituted for education. -Proficiency in VB.NET; experience with Java programming -Experience with PowerShell, Bash, or other scripting languages -Experienced with Windows or Linux computing environments -Azure DevOps, Azure Automation, and Azure Arm Template experience -IAT Level II certification e.g. CompTIA Security + [Have or obtain a Computing Environment (CE) certification within 6 months of hire e.g. CompTIA Linux + or Microsoft certification] -Understanding of life-cycle of software in military systems -25% travel required -Must be willing to work flexible hoursAbout Semper Valens Solutions:Semper Valens Solutions, Inc. is a Service-Disabled Veteran-Owned Small Business (SDVOSB) providing Cost Effective Software and Systems Engineering, Field Support, Training, and Full Life cycle Support Management to the DOD community. At Semper Valens, our vision is to remain a creative, cutting edge and cost-effective solutions provider where our shared intellect, industry experience, and technology excellence, make a positive difference in our customer's success. Our solutions help bridge the gap between IT and business prioritizations to optimize budgets, risks and operational processes. We search for outstanding technical professionals, hiring at all levels of the experience spectrum; intermediate, journeyman and senior. Consider us for your career plan.Semper Valens Solutions is an Equal Opportunity EmployerSemper Valens Solutions, Inc. proactively fulfills its role as an equal opportunity employer. We do not discriminate against any employee or applicant for employment because of race, color, sex, religion, age, sexual orientation, gender identity and expression, national origin, marital/parental status, pregnancy/childbirth or related conditions, physical or mental disability, genetic information, status as a Disabled Veteran, Recently Separated Veteran, Active Duty Wartime or Campaign Badge Veteran, Armed Forces Services Medal, or any other characteristic protected by law.If you require a reasonable accommodation to apply for a position with Semper Valens Solutions through its online applicant system, please contact Semper Valens Solutions Human Resources Department at (830) 899-6870.Semper Valens Solutions is an affirmative action/equal opportunity employer - minorities, females, disabled and protected veterans are urged to apply. Applicants have rights under Federal Employment Laws.",5.0,"Semper Valens Solutions
5.0","Aberdeen, MD",51 to 200 Employees,-1,Company - Private,Research & Development,Business Services,$10 to $25 million (USD),60,113,86.5,Semper Valens Solutions,MD,-1,0,0,1,0,1,0,1,0,1,software engineer,na,3404
820,Software Developer - Other ERP L2 (Contract),$60K-$113K (Glassdoor Est.),"Duration: 5+ months

Requirement:
8-10 years of In-depth knowledge of .Net framework & architecture
Expertise in .Net core framework
Expertise in entity framework
Knowledge and hands on experience on using SQL, MySQL, databases
In depth knowledge on identity 4 OAUTH framework
Have worked on microservices architecture and understands the basic concepts of the same
Should have worked on development & design, SIT, UAT support
Strong expertise on docker containers
Experience in providing technical solutions to business requirements
Ability to provide estimations and plan work in a sprint
Ability to do peer reviews and review technical deliverables
Ability to understand functional, technical, environment & interface aspects of the solution
Ability to clearly chart out functional, technical, parameter, environment & interface aspects of the solution when provided with a complex problem or requirement
Basic knowledge of AWS services like SES, SNS, Rekognition
Understands agile methodology and has worked on Agile projects
Provide delivery oversight for offshore team memebers
Excellent communication skills - Articulate and facilitate conversations with delivery team and client
Soft Skills: Good communication, analytical skills, problem solving skills and learning attitude
Excellent communication and customer management skills - Articulate and facilitate conversations with business owners, delivery team; client
Nice to have
Understanding of AWS infrastructure
Understanding of how microservices work in Kubernetes infrastructure
The Capgemini Freelancer Gateway is enabled by a cutting-edge software platform that leads the contingent labor world for technology innovation. The software platform leverages Machine Learning and Artificial Intelligence to make sure the right people end up in the right job.

A global leader in consulting, technology services and digital transformation, Capgemini is at the forefront of innovation to address the entire breadth of clients opportunities in the evolving world of cloud, digital and platforms. Building on its strong 50 year heritage and deep industry-specific expertise, Capgemini enables organizations to realize their business ambitions through an array of services from strategy to operations. Capgemini is driven by the conviction that the business value of technology comes from and through people. It is a multicultural company of over 200,000 team members in more than 40 countries. The Group reported 2018 global revenues of EUR 13.2 billion.",3.9,"Capgemini
3.9","Dallas, TX",10000+ Employees,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),60,113,86.5,Capgemini,TX,53,0,0,0,1,0,0,0,0,1,software engineer,na,2511
821,Software Developer C/C++ Unix - Implant Native,$60K-$113K (Glassdoor Est.),"On a day to day basis:

You will be part of a team supporting research and development of
software designed to exploit vulnerabilities of adversary
technology in research and development of algorithm development,
script, writing and software utility development, analysis and
reverse engineering of source code. This will include software
integration and testing

and Support of technical writing and documentation, and lifecycle
maintenance of customer software programs.

Required Qualifications:
5+ Years of experience in Software Engineering / Development to
Include:* Proficiency with C/C++ development on UNIX platform,
preferably Linux
Experience with low-level operating systems experience for
Android
Familiarity with ARM Assembly/shell code
Experience with networking development
Active TS/SCI clearance with a current CI polygraph
Desired Qualifications:
Bachelor's degree in at technical discipline preferred, but not
required

Mount indie is an Equal Opportunity Employer. We celebrate
diversity, respect and seek to empower each individual and
support the diverse cultures, perspectives, skills and
experiences within our company. Mount Indie's commitment is to
create an inclusive environment for all employees",5.0,"Mount Indie
5.0","Columbia, MD",1 to 50 Employees,-1,Unknown,-1,-1,Less than $1 million (USD),60,113,86.5,Mount Indie,MD,-1,0,0,0,0,1,1,1,0,0,software engineer,na,1225
822,Software Developer (secret required) - Tinker AFB - Oklahoma,$60K-$113K (Glassdoor Est.),"Type of Requisition:

Pipeline

Clearance Level Must Currently Possess:

Secret

Clearance Level Must Be Able to Obtain:

Secret

Suitability:

No Suitability Required

Public Trust/Other Required:

NACLC (T3)

Job Family:

Software Development

Job Description:

We work with the Department of Defense to keep our nation and our allies always one step ahead. Combining proven strategies and technology innovations, we streamline, connect, and secure even the most complex and critical teams.

General Dynamics Information Technology is looking to fill all levels of Software Developers at Tinker AFB in Oklahoma City, OK. You must have active DOD secret clearance and be local to Oklahoma City to be onsite.

The selected candidate will design, document and program approved modifications and/or enhancements to the programs that fall under the G081 system umbrella to include Flight Following, LEAP, Global Reach, and Dropped Objects. Some of the specific tasks include:
Develop and maintain Internet/Intranet application programs on various system platforms (UNIX and NT) using Visual Basic, HTML, Java, XML, WebFOCUS (8.0.0.6M or higher) and Oracle Application Server, WebFOCUS App Studio, Ultra Edit, TOAD version 12,Oracle.
Develop and maintain Oracle views, oracle stored packages, stored procedures, and build reports that use stored procedures.
Apply knowledge of JavaScript, and JQuery.
Develop parameter driven compound reports using WebFOCUS (8.0.0.6M or higher) and document the various steps taken during all phases of development and implementation.
Program and document special databases, and office products to meet the needs of Logistics users using general and special tools such as Structured Query Language (SQL) techniques in support of MS Office, ORACLE and Microsoft (MS) SQL Server databases.
Design, document, and execute data extraction programs against various mainframe databases containing critical Logistics and C2 information and other documents to include data from logistics data warehouses and online transaction processing.
Researches, designs, develops, and/or modifies enterprise-wide systems and/or applications software.
Required Qualifications:
Active DOD Interim Secret clearance; preferrably secret
CompTIA IAT Level II (Security+CE or equivalent)
BA/BS, and 5+ years’ experience or related experience in software development; preferably 9 years’ experience
#transitioningmilitary #cjobs #dicepost #gdpost #Defense #kmp #GDITPriority #USAF

Scheduled Weekly Hours:

40

Travel Required:

None

Telecommuting Options:

Telecommuting Not Allowed

Work Location:

USA OK Tinker AFB

Additional Work Locations:

USA IL Scott AFB - 302 W Losey St (ILC016)We are GDIT. The people supporting some of the most complex government, defense, and intelligence projects across the country. We deliver. Bringing the expertise needed to understand and advance critical missions. We transform. Shifting the ways clients invest in, integrate, and innovate technology solutions. We ensure today is safe and tomorrow is smarter. We are there. On the ground, beside our clients, in the lab, and everywhere in between. Offering the technology transformations, strategy, and mission services needed to get the job done.

GDIT is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status, or any other protected class.",3.5,"General Dynamics Information Technology
3.5","Tinker AFB, OK",10000+ Employees,1996,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD),60,113,86.5,General Dynamics Information Technology,OK,24,0,0,1,1,0,0,0,0,0,software engineer,na,3527
